SNAPSHOT	DOCUMENTED	COMMIT NOTES
5809	YES	Fixed compiler warnings and dyn_CONFIGFILE related breakage. 
5877	NO	not used any more 
5888	NO	Updated definition of fstring.  print_asc(): Don't try to print a trailing NULL character print_key()  print_rec(): Display key in ASCII 
5891	YES	fixed the nsswitch initgroups code added a nsstest test program that directly tests all the nss interfaces using dlopen() 
5910	NO	Moved name_is_local to the correct place. Ooops. Jeremy. 
5914	NO	Some changes to the name resolution code in 'net' to allow us to find a PDC  as well as changes for correctness as per tridge.  Andrew Bartlett 
5924	YES	Better error handling:   - tdb_open api changed so that you now pass an error handling    callback when opening the file  so that errors detected during    opening have somewhere to go.  (All calls from the body of Samba to    this function go through a wrapper in tdbutil  which has been    updated.)   - Clean up logic for deciding how to open tdb.  Emit log messages if    something goes wrong (e.g. bad magic.)   - tdbtool now logs errors to stderr. 
5926	NO	undo 
5937	NO	Add a mechinism to allow for sane porting of rpcclient components into the new 'net' command.  This also gets us 'net rpc user add'.  Andrew Bartlett 
5966	YES	OK.  Smbpasswd -j is DEAD.  This moves the rest of the functionality into the 'net rpc join' code.  Futhermore  this moves that entire area over to the libsmb codebase  rather than the crufty old rpc_client stuff.  I have also fixed up the smbpasswd -a -m bug in the process.  We also have a new 'net rpc changetrustpw' that can be called from a cron-job to regularly change the trust account password  for sites that run winbind but not smbd.  With a little more work  we can kill rpc_client from smbd entirly! (It is mostly the domain auth stuff - which I can rework - and the spoolss stuff that sombody else will need to look over).  Andrew Bartlett 
5972	YES	added a propoer kerberos_kinit_password call contribution from remus@snapserver.com  thanks! 
5990	NO	better error checking in nsstest 
6004	NO	tdb_open_ex: Refactor to use a pointer to tdb  rather than an auto tdb  to be consistent with the rest of the code. 
6038	YES	"Converted wbinfo to use popt instead of getopt - popt is very nice!  Added a --set-auth-user function to set a username and password that can be used by winbindd when making connections to domain controllers.  This is necessary when restrictions have been placed on anonymous connections either through the RestrictAnonymous registry setting  or the win2k Local Security Policy -> Security Settings -> Local Policies -> Security Options -> Additional restrictions for anonymous connections.  (phew)  Two new keys are set in secrets.tdb: SECRETS/AUTH_USER and SECRETS/AUTH_PASSWORD which hold the username and plaintext password of the user to connect as.  To reset these values  run wbinfo --set-auth-user """" "
6043	YES	Tidyups to remove warnings on tdb standalone code. Jeremy. 
6056	NO	allow IRIX to build nsswitch/libnss_wins.so 
6111	NO	Fix for extra capabilities from Urban Widmark <urban@teststation.com>. Jeremy. 
6117	YES	Make TALLOC_CTX and talloc_chunk private to talloc.c.  Add a global singly-linked list of all active talloc pools  so that we can eventually show how much memory is used for different purposes. This also gives a check that pools are not being doubly freed.  talloc_init_named now handle a NULL name properly (ie does nothing)  Add accessor talloc_pool_name(). 
6179	YES	removed unused files 
6189	YES	Finally remove these files  which moved (by cvs backend magic) to source/auth at the start of the month. 
6194	NO	some merges from 2.2.  Still need to merge in changes from pdb_tdb.c but it will take more time as I don't want to loose any fixes that are only in HEAD. 
6207	NO	reverted to 1.24 and manually merged in changes from 2.2 
6217	YES	A farily large commit:   - Move rpc_client/cli_trust.c to smbd/change_trust_pw.c   - It hasn't been used by anything else since smbpasswd lost its -j   - Add a TALLOC_CTX to the auth subsytem.  These are only valid for the length    of the calls to the individual modules  if you want a longer context hide it    in your private data.     Similarly  all returns (like the server_info) should still be malloced.   - Move the 'ntdomain' module (security=domain in oldspeak) over to use the new    libsmb domain logon code.  Also rework much of the code to use some better    helper functions for the connection - getting us much better error returns    (the new code is NTSTATUS).     The only remaining thing to do is to figure out if tpot's 0xdead 0xbeef for    the LUID feilds is sufficient  or if we should do random LUIDs as per the old    code.     Similarly  I'll move winbind over to this when I get a chance.  This leaves the SPOOLSS code and some cli_pipe code as the only stuff still in rpc_client  at least as far as smbd is concerned.  While I've given this a basic rundown  any testing is as always appriciated.  Andrew Bartlett 
6220	NO	Now that winbind doesn't rely on this  we may as well remove it...  Andrew Bartlett 
6270	YES	Don't use static memory  malloc it... Jeremy. 
6281	YES	I've decided to move the auth code around a bit more...  The auth_authsupplied_info typedef is now just a plain struct - auth_context  but it has been modified to contain the function pointers to the rest of the auth subsystem's components.  (Who needs non-static functions anyway?)  In working all this mess out  I fixed a number of memory leaks and moved the entire auth subsystem over to talloc().  Note that the TALLOC_CTX attached to the auth_context can be rather long-lived  it is provided for things that are intended to live as long.  (The global_negprot_auth_context lasts the whole life of the smbd).  I've also adjusted a few things in auth_domain.c  mainly passing the domain as a paramater to a few functions instead of looking up lp_workgroup().  I'm hopign to make this entire thing a bit more trusted domains (as PDC) freindly in the near future.  Other than that  I moved a bit of the code around  hence the rather messy diff.  Andrew Bartlett 
6296	YES	Don't log the password in pam_sm_authenticate() unless DEBUG_PASSWORD is defined.  This is done with --enable-developer mode. 
6363	NO	I'm doing some things towards the NamedPipes game with lckl and he has asked me to move this from being a static to matching its mate in lib/util_sock.c.  In any case  this should discorage anybody from using the 'wrong' version of this function.  (ie the one from TNG  which needs a bit more error checking depending on use).  Andrew Bartlett 
6381	NO	Split pstring definitions into their own header. 
6385	NO	Fix from 2.2.  It didn't break on HEAD because it isn't being compiled.  Herb? 
6390	NO	"Roll back PSTRING_SANCTIFY patch; just leave non-controversial type and constness changes. "
6426	YES	Kill off another ugly wart from the side of the passdb subsystem.  This time its the pdb_getsampwuid() function - which was only being used by the SAMR rpc subsystem to gain a 'user session key'.  This 'user session key' is actually generated at login time  and the other changes here simply move that data around.  This also means that (when I check some details) we will be able to use the user session key  even when we are not actually the DC  becouse its one of the components of the info3 struct returned on logon.  Andrew Bartlett 
6427	YES	This is another *BIG* change...  Samba now features a pluggable passdb interface  along the same lines as the one in use in the auth subsystem.  In this case  only one backend may be active at a time by the 'normal' interface  and only one backend per passdb_context is permitted outside that.  This pluggable interface is designed to allow any number of passdb backends to be compiled in  with the selection at runtime.  The 'passdb backend' paramater has been created (and documented!) to support this.  As such  configure has been modfied to allow (for example) --with-ldap and the old smbpasswd to be selected at the same time.  This patch also introduces two new backends:  smbpasswd_nua and tdbsam_nua. These two backends accept 'non unix accounts'  where the user does *not* exist in /etc/passwd.  These accounts' don't have UIDs in the unix sense  but to avoid conflicts in the algroitmic mapping of RIDs  they use the values specified in the 'non unix account range' paramter - in the same way as the winbind ranges are specifed.  While I was at it  I cleaned up some of the code in pdb_tdb (code copied directly from smbpasswd and not really considered properly).  Most of this was to do with % macro expansion on stored data.  It isn't easy to get the macros into the tdb  and the first password change will 'expand' them.  tdbsam needs to use a similar system to pdb_ldap in this regard.  This patch only makes minor adjustments to pdb_nisplus and pdb_ldap  becouse I don't have the test facilities for these.  I plan to incoroprate at least pdb_ldap into this scheme after consultation with Jerry.  Each (converted) passdb module now no longer has any 'static' variables  and only exports 1 init function outside its .c file.  The non-unix-account support in this patch has been proven!  It is now possible to join a win2k machine to a Samba PDC without an account in /etc/passwd!  Other changes:  Minor interface adjustments: pdb_delete_sam_account() now takes a SAM_ACCOUNT  not a char*.  pdb_update_sam_account() no longer takes the 'override' argument that was being ignored so often (every other passdb backend).  Extra checks have been added in some places.  Minor code changes: smbpasswd no longer attempts to initialise the passdb at startup  this is now done on first use.  pdbedit has lost some of its 'machine account' logic  as this behaviour is now controlled by the passdb subsystem directly.  The samr subsystem no longer calls 'local password change'  but does the pdb interactions directly.  This allow the ACB_ flags specifed to be transferred direct to the backend  without interference.  Doco:  I've updated the doco to reflect some of the changes  and removed some paramters no longer applicable to HEAD. 
6506	NO	Some more 'winbind default domain' support patches from Alexander Bokovoy <a.bokovoy@sam-solutions.net>.  This patch is designed to remove the 'special cases' required for this support.  In particular this now kills off winbind_initgroups  as it appears no longer to be required.  Andrew Bartlett 
6547	NO	rewrote smbtorture to use the new dbench 2 format and methods 
6568	NO	talloc'ify ads modify functions.  Also add more complete berval support. 
6652	NO	This patch merges my private LDAP tree into HEAD.  The main change here is to move ldap into the new pluggable passdb subsystem and to take the LDAP location as a 'location' paramter on the 'passdb backend' line in the smb.conf.  This is an LDAP URL  parsed by OpenLDAP where supported  and by hand where it isn't.  It also adds the ldap user suffix and ldap machine suffix smb.conf options  so that machines added to the LDAP dir don't get mixed in with people.  Non-unix account support is also added.  This means that machines don't need to be in /etc/passwd or in nss_ldap's scope.  This code has stood up well under my production environment  so it relitivly well tested.  I'm commiting this now becouse others have shown interest in using it  and there is no point 'hording' the code :-).  Andrew Bartlett 
6674	NO	fixed NBENCH code for NT4 server ntcreatex semantics 
6695	YES	Convert rpcclient to use popt instead of getopt.  Includes changing of got_pass from BOOL to int.  Also includes long option names...anyone want those different before I update the doc?  Please try this out.  I've tried to test all the flags  but the more times we kick the tires... 
6711	NO	rewrote the machine sid storage code to store the SID in secrets.tdb rather than MACHINE.SID. We try to load MACHINE.SID only if we can't fetch the SID from secrets.tdb  This also fixes the value of global_sam_sid for the DC/non-DC case 
6713	NO	prevent bogus compiler complaints about comments in comments 
6733	NO	Another program converted to popt...smbstatus this time. 
6737	NO	Added POSIX ACL layer into the vfs. Jeremy. 
6765	NO	syncing up printing code with SAMBA_2_2 (already done some merges in the reverse).    * add in new printer change notify code from SAMBA_2_2    * add in se_map_standard() from 2.2 in _spoolss_open_printer_ex()    * sync up the _print_queue_struct in smb.h (why did someone change the     user/file names in fs_user/fs_file (or vice-versa) ? )    * sync up some cli_spoolss_XXX functions 
6841	NO	Forgot torture hacks... Jeremy. 
6892	NO	merge winbindd WINS changes from 2.2 
6898	NO	merge from 2.2 - allow -c option to specify smb.conf file 
6900	NO	reverted Herbs smbpasswd commit as it completely broke setting a password 
6903	NO	readd -c config file change from 2.2 - works with -L mode now as well. 
6909	YES	removing unused files.... 
6956	NO	Reintroduce the 2.2 name mangling code  until we get are more flexible solution.  Even for a hash/cache setup  this code needs some more work  in particular it needs to use mangle_get_prefix() etc and to move to unicode internals.  Andrew Bartlett 
6983	NO	"This split the mangling code up to allow for the possibility of multiple mangling implementation  selectable using ""mangling method = "" in smb.conf  It also tidies the interface a little  although it is still nasty. "
6996	YES	don't try to return a void 
7009	NO	This is the 'multiple pdb backends' patch from ctrlsoft  aka Jelmer Vernooij <jelmer@nl.linux.org>.  This patch also includes major rework of pdbedit to use popt  and the addition of -i paramter (allowing the user to specify which PDBs is being operated on) and -e to export a pdb - useful for backup and testing etc.  Use of -i and -e gets us pdb2pdb functionality for transition between backends  much like the sam2sam in TNG.  Andrew Bartlett 
7030	NO	Partly based on the work by mimir (Rafal Szczesniak <mimir@diament.ists.pwr.wroc.pl>) this patch allows samba to correctly enumerate its trusted domains - by exaimining the keys in the secrets.tdb file.  This patch has been tested with both NT4 and rpcclient/wbinfo  and adds some extra functionality to talloc and rpc_parse to allow it to deal with already unicode strings.  Finally  this cleans up some const warnings that were in net_rpc.c by pushing another dash of const into the rpc client code.  Andrew Bartlett 
7058	NO	"Fix incorrect zpadlen handling in fmtfp. Thanks to Ollie Oldham <ollie.oldham@metro-optix.com> for spotting it. few mods to make it easier to compile the tests. addedd the ""Ollie"" test to the floating point ones. "
7067	NO	 Fix smbtorture so it can handle collisions etc ... 
7073	NO	fixed the fallback to a BDC for ADS connections 
7076	NO	First cut at fix for the EINTR problem... More needs to be done I think. Jeremy. 
7081	YES	Added sys_fcntl (not to be used everywhere). Added sys_read/sys_write for transfer_file. Jeremy. 
7087	NO	Added Martin's lpq parse fixes from 2.2. Jeremy. 
7091	YES	My seven-year-old daughter calls me 'Captain Pedantic'.  I don't know which is freakier... the name or the fact that a seven-year-old knows what it means.  Small change to correct the value we place in the DGM_LENGTH field of NBT Datagram messages.  We have been counting the full datagram  but it's fairly clear in the RFCs that we should only count the source name  destination name  and payload.  We've been overcharging by 14 bytes (the size of the NBT DGM header).  This fix brings us in line with what Windows does  and what the RFCs say should be done.  I'm a little surprised that this didn't cause any bugs or error messages.  I guess no one actually checks this field. 
7106	YES	move to the FNV1 hash alghorithm seem good the test revealed 15 collision with 1 Million long file names :-)  Simo. 
7112	NO	this code has been sitting on one of my box for 3 months. add wins push replication  better handling of partners  rewrote half of parser.  I know some parser code need to be changed to better cope with multihomed machine and groups.  
7119	NO	fixed tdbtool from core dumping. But the braces to make Chris happy !  
7148	NO	We were mapping the open of name1/name2 where name1 wasn't a directory (ie. ENOTDIR) to the NT status code NT_STATUS_NOT_A_DIRECTORY. NT seems to use NT_STATUS_OBJECT_PATH_NOT_FOUND. I'm hoping this will fix the access binaries served from a Samba share bug... Jeremy. 
7153	NO	Converged help on net group command. 
7167	NO	move vsyslog() from snprintf.c to replace.c tx Elrond for prosecuting cleanness :) 
7202	NO	Added ability to lookup ldap server  kdc  dc  and master browser.  Please review especially the methods for finding kdc and ldap server when they're not specified.  This is a first attempt... 
7227	NO	Get the sco boxes compiling again - use the sys_ intefaces for all the dl* funcitons. 
7229	NO	This removes --with-ssl from Samba.  This option was badly maintained  useless and confused our users and distirbutors.  (its SSL  therfore it must be good...)  No windows client uses this protocol without help from an SSL tunnel.  I can't see any reason why setting up a unix-side SSL wrapper would be any more difficult than the > 10 config options this mess added to samba in any case.  On the Samba client end  I think the LIBSMB_PROG hack should be sufficient to start stunnel on the unix side.  We might extend this to take %i and %p (IP and port) if there is demand.  Andrew Bartlett 
7237	NO	Fix usage of va_list passed as an arg.  Use __va_copy before using it when it exists. 
7240	YES	A few things in this commit:  cleanup some of the code in net_rpc_join re const warnings and fstrings.  Passdb:  Make the %u and %U substituions in passdb work. This is done by declaring these paramters to be 'const' and doing the substitution manually.  I'm told this is us going full circle  but I can't really see a better way.  Finally these things actually seem to work properly...  Make the lanman code use the pdb's recorded values for homedir etc rather than the values from lp_*()  Add code to set the plaintext password in the passdb  where it can decide how to store/set it.  For use with a future 'ldap password change' option  or somthing like that...  Add pdb_unix  so as to remove the 'not in passdb' special cases from the local_lookup_*() code.  Quite small  as it uses the new 'struct passwd -> SAM_ACCOUNT' code that is now in just one place.  (also used by pdb_smbpasswd)  Other: Fix up the adding of [homes] at session setup time to actually pass the right string  that is the unix homedir  not the UNC path.  Fix up [homes] so that for winbind users is picks the correct name. (bad interactions with the default domain code previously)  Change the rpc_server/srv_lsa_nt.c code to match NT when for the SATUS_NONE_MAPPED reply:  This was only being triggered on no queries  now it is on the 'no mappings' (ie all mappings failed). Checked against Win2k.  Policy Question:  Should SID -> unix_user.234/unix_group.364 be considered a mapping or not?  Currently it isn't.  Andrew Bartlett 
7248	YES	Remove unused files.  The size of samba going down for once :-)  Andrew Bartlett 
7249	NO	"so here it is the code to introduce seriously debugggging classes. this is a first step only passdb stuff has beein ""classized"".   - so what can you do?    set debug level to:  1 poasdb:10    that will make all the code run at debug level 1 except the code in    passdb/* files that will run at level 10    TODO: fix the man page   - also smbcontrol has this nice feature so smbcontrol smbd debug 3 passdb:5    will set every smbd to have a default log level of 3 while passdb stuff    will be at level 5     and so no..    minor cosmetic fix to pdbedit is there too "
7267	NO	debug classized 
7279	NO	Cleanups!  Make some code static  add some const to the PAM code  and make the plaintext password code actually function - particulary without the requirement to modify the 'struct passwd' (which it assumed was made up of fstrings)  This kills some particularly ugly code in lib/util_pw.c  Andrew Bartlett 
7287	NO	Given Jeremy's positive response  and a lack of one from tpot  I'll commit this:  More code cleanup - this lot a bit more dodgy than the last:  The aim is to trim pwd_cache down to size.  Its overly complex  and a pain to deal with.  With a header comment like this:  'obfusticaion is planned'  I think it deserved to die (at least partly).  This was being done to allow 'cli_establish_connection' to die - its functionality has been replaced by cli_full_connection()  which does not duplicate code everywhere for creating names etc.  This also removes the little 'init' fucntions for the various pipes  becouse they were only used in one place  and even then it was dodgy.  (I've reworked smbcacls not to use anonymous connections any more  as this will (should) fail with a 'restrict anonymous' PDC).  This allowed me to remove cli_pipe_util.c  which was calling cli_establish_connection.  tpot:  I'm not sure what direction you were going with the client stuff  and you may well have been wanting the init functions.  If thats the case  give me a yell and I'll reimplement them against cli_full_connection.  Andrew Bartlett 
7289	YES	This function is unused  and doesn't make any sense to me anyway.  Wasn't this what got us some of the bugs with big-endien smbpasswd -j FOO -U ?  Anyway  it deserves to die.  Andrew Bartlett 
7307	NO	Update some of the LM hash code to better respect the seperation between unix and DOS strings.  This pushes all the 'have to uppercase  must be 14 chars' stuff behind the the interface.  Andrew Bartlett 
7337	NO	merge from 2.2 
7373	NO	Move session gathering routine back into session.c so it can be called either in RAP or RPC environment. 
7388	NO	merge from 2.2 
7417	YES	Patch (from ctrlsoft <jelmer@nl.linux.org>) to poptify testparm  and the modifications required to suppress the const warnings.  Andrew Bartlett 
7446	NO	 more debug classess activated 
7474	NO	fixed a bug in handling select in the main daemon - this stops the daemon spinning if a signal is received at an inconvenient moment 
7485	NO	- completely rewrote the wins_srv.c code. It is now much simpler  and gives us a good grounding to properly support multiple wins servers for different interfaces (which will be coming soon ...)  - fixed our wins registration failover code to actually do 
7499	YES	The next phase in the WINS rewrite!  We now cope wiith multiple WINS groups and multiple failover servers for release and refresh as well as registration. We also do the regitrations in the same fashion as W2K does  where we don't try to register the next IP in the list for a name until the WINS server has acked the previos IP. This prevents us flooding the WINS server and also seems to make for much more reliable multi-homed registration.  I also changed the dead WINS server code to mark pairs of IPs dead  not individual IPs. The idea is that a WINS server might be dead from the point of view of one of our interfaces  but not another  so we need to keep talking to it on one while moving onto a failover WINS server on the other interface. This copes much better with partial LAN outages and weird routing tables. 
7502	NO	Proper merge of all the working printing stuff from APPLIANCE_HEAD. Now let's keep this in sync ! Jeremy. 
7519	YES	used findstatic.pl to make some variables static and remove some dead code 
7576	NO	 Commit Tom Jansen's changes to head. 
7602	YES	after thinking about the env variable hack for avoiding group membership enumeration I realised it could be a security hole for setuid progs.  This adds a proper nss function instead. 
7611	NO	splitting off storage/retrieval routines for abstracting the registry view front end.  Now to plug in the various hooks. 
7621	NO	virtual registry framework with initial printing hooks. 
7632	NO	* refactored registry operations some.  subkey lists and   registry values are now passed around in containers   (REGSUBKEY_CTR & REGVAL_CTR) which each possess a TALLOC_CTX.  * removed subkey_specific_fn() from REGISTRY_OPS.  Is implemented   in the form of a wrapper  * temporarily broke the printing registry ops.  * implemented inheritence for the data_p of nodes in a SORTED_TREE  * All REGISTRY_KEY instances now store a valid REGISTRY_HOOK since   the default REGOSTRY_OPS structure is stored in the root of the   cache_tree.  * Probably some other change I forgot....  T 
7663	NO	More cleanups  and add a comment/hint not to clean somthing up in future :-)  Andrew Bartlett 
7714	NO	Started to get samsync to insert account information in the passdb.  It's pretty half-arsed at the moment and doesn't work very well but Mr Bartlett was interested in it.  Also started playing around with the more interesting bits of popt.  The auto-generated usage information is pretty neat. 
7732	NO	 OK! Finally the cascaded VFS patch is in. Testing is very welcome  specially with layered multiple vfs modules. A big thank to Alexander Bokovoy for his work and patience :)  Simo. 
7762	NO	Moved rpc client routines from libsmb back to rpc_client where they belong. 
7768	YES	 passwords where not checked (you cannot check if the same buffer differs from itself). they where alo not clean after use!  Simo. 
7849	NO	nicer locking timeout test 
7880	NO	 pdb_nisplus converted to the new passdb system API's 
7916	NO	 typos typos :) 
7941	YES	Try to support non-root-mode systems without getgrouplist().  Andrew Bartlett 
7942	YES	Updates!  - Don't print an uninitialised buffer in service.c - Change some charcnv.c functions to take smb_ucs2_t ** instead of void ** - Update NTLMv2 code to use dynamic buffers - Update experimental SMB signing code - still more work to do - Move sys_getgrouplist() to SAFE_FREE() and do a DEBUG() on initgroups()   failure.  Andrew Bartlett 
7955	NO	 avoid using libtool for VFS modules change a name in block.c it was hiding a function name add a comment in configure 
8060	NO	Merge of (apparently working :-) new printing notify code. Jeremy. 
8091	NO	 the current block module is completely broken  jelmer will commit a new one later. simo 
8101	NO	 Patch from Stefan (metze) Metzmacher with more updates for the SAM subsystem 
8173	NO	printjob merge from APP_HEAD regarding device modes 
8181	NO	" Move functionality to check whether entries for lp_workgroup() and ""BUILTIN"" exist and add them if necessary from check_correct_backend_entries into sam_context_check_default_backends. The reason for this is that we don't always want to have BUILTIN and lp_workgroup() in a sam_context  for example when doing sam2sam. check_correct_backend_entries has been renamed to 'check_duplicate_backend_entries' since that's what it currently does.  The sam_context_check_default_backends() function is only called by sam_get_static_context(BOOL reload) currently currently. "
8185	NO	 Add framework for samtest commands 
8341	YES	Change to use sys_read/sys_write. Jeremy. 
8434	YES	 Convert to popt 
8446	YES	 Convert to popt. Removed -o and -a options - these have been broken since 2.2 without complaints from users 
8452	NO	 The fixes from Tom plus a minor update from me. 
8462	NO	 Move testsmbc.c to examples 
8477	NO	 Move pdb_xml to source/ 
8533	NO	 consolidate error mapping functions into a single file 
8543	YES	 Fix segfault with high debug levels 
8549	NO	Removed global_myworkgroup  global_myname  global_myscope. Added liberal dashes of const. This is a rather large check-in  some things may break. It does compile though :-). Jeremy. 
8553	NO	 Move working VFS modules to source/modules/ 
8558	NO	 Move 'weird' character set into new 'developer' module 
8564	NO	 Add smb_register_passdb() 
8565	YES	 Use smb_register_passdb() - plus some small fixes 
8574	NO	 Fix some problems with tree.c reported by users. 
8579	NO	Next step of printer publishing. net ads printer publish <printername> [servername] Will retreive the DsSpooler and DsDriver info by rpc for a remote server then publish it.  Next comes doing it within smbd 
8593	NO	Add support for new 'F' format  which is a string in the default codepage. 
8601	NO	a working timegm() function for systems that don't have it 
8614	NO	After consultation with tpot  remove the 'winbind_domain' environment variable hack  the feild on the pipe  and the server-side.  It only controlled some enum operations in any case.  This is to try and have less 'magic' environment variables.  Andrew Bartlett 
8618	NO	Remove use of 'F' - make 'f' and 'p' do unix (iso8859-1) encoding. Jeremy. 
8646	NO	"[merge] remove assert(count ==1) for multi-homed PDCs; CR 1277 "
8655	NO	"The element in fsp->print_job should be a RAP jobid  not a uint32 RPC jobid. This was causing Win9x client ""set name"" calls to fail. Still need one cleanup fix to finish. Jeremy. "
8667	NO	 Commit some more changes ... Start processing the sub-keys  recursively. 
8668	NO	 Add some more handling of Key records ... 
8670	YES	 Start allocating structures to keep the in memory copy of the registry tree in. Don't yet handle the SK records (security descriptors)  but will soon.  It still compiles on Linux  but I am still not King. 
8671	NO	 Handle the creation of more parts of the tree ... Still have to do SK records and the data parts of the VK records.  Also have to code up routines that can iterate across keys and values  as well as return values associated with a particular key  etc. 
8676	YES	 Clean up the code some more. Create more elements of the tree. Security Descriptors/Keys not yet processed. Make debugging printfs only occur if verbose is set. Create an iterator for the registry key. Still not King. Bother! 
8679	NO	 Tidy up some bits. We can now at least list all the keys.  More work to do on the iterators and access functions.  Still not King. Stinks really. 
8697	NO	 More code to read in and create security descriptor entries ... 
8701	YES	 We now read in the whole of the registry  including security bits.  Still have to make sure that the datastructure is correct  though.  Then on to writing it out and editing/changing keys  values and sec_descriptors 
8732	NO	BIG patch...  This patch makes Samba compile cleanly with -Wwrite-strings.  - That is  all string literals are marked as 'const'.  These strings are always read only  this just marks them as such for passing to other functions.  What is most supprising is that I didn't need to change more than a few lines of code (all in 'net'  which got a small cleanup of net.h and extern variables).  The rest is just adding a lot of 'const'.  As far as I can tell  I have not added any new warnings - apart from making all of tdbutil.c's function const (so they warn for adding that const string to struct).  Andrew Bartlett 
8755	YES	this makes it compile  but I'm not sure if it is correct. Are we really testing a pointer value to be equal to 0x19 ??? 
8761	NO	 Some fixes to editreg. Clientgen should not be touched  and an update to configure that Herb needs. 
8898	NO	We now have client-side SMB signing support!  This checking allows us to connect to Microsoft servers the use SMB signing  within a few restrictions:   - I've not get the NTLMSSP stuff going - it appears to work  but if you break the sig - say by writing a zero in it - it still passes...  - We don't currently verfiy the server's reply  - It works against one of my test servers  but not the other...  However  it provides an excellent basis to work from.  Enable it with 'client signing' in your smb.conf.  Doc to come (tomorrow) and this is not for 3.0  till we get it complete.  The CIFS Spec is misleading - the session key (for NTLMv1 at least) is the standard session key  ie MD4(NT#).  Thanks to jra for the early work on this.  Andrew Bartlett 
8925	NO	Samba janitor: adding mbp's umask patch :-). Jeremy. 
8926	NO	Samba janitors: applying mbp's redundant umask fix. Jeremy. 
8970	NO	 Remove obsolete file lib/netatalk.c - We have a VFS module now 
8975	NO	 Recover much of my changes to editreg.c. Add some const and start coding the regedit file parser etc. 
9032	NO	 Remove obsolete files 
9035	NO	"From aliguori@us.ibm.com: This patch adds the architecture for an IDMAP backend system including a new smb.conf parameter ""winbind backend"".  Right now  the only valid value is ""tdb"" but I'm currently working on an LDAP backend. "
9061	NO	 move genparser to use talloc contexts instead of [m|c|re]alloc() and free()s 
9074	YES	Move off-by-one buggy malloc()/safe_strcpy() combination to strdup() instead.  Andrew Bartlett 
9103	NO	Add a comment about the meaning of samba's internal character set and how this interacts with it. 
9105	NO	"Doxygen janitor: check_domain_match parameter is spelled ""auth_context"". "
9114	YES	the new DEVELOPER checks for string overflows have (as expected) broken a lot of stuff. These two macros are meant to make life easier when fixing these bugs. I'm guessing we will see more macros like this (eg. fstrcpy_base) 
9118	YES	Fixes to the vfs_fake_perms modules - we only need to specify the VFS functions that we actually modify.  Also a better implementation of the stat() and fstat() functions.  Andrew Bartlett 
9146	NO	 Some progress towards gums and tdbsam2 genparser works fine  and it is a marvelous tool to store objects in tdb :) 
9154	YES	Make it clear that this is a fstrcpy(). 
9160	NO	Change the way we sign SMB packets  to a function pointer interface.  The intention is to allow for NTLMSSP and kerberos signing of packets  but for now it's just what I call 'simple' signing. (aka SMB signing per the SNIA spec)  Andrew Bartlett 
9177	YES	Remove valgrind_strlen function  hopefully no longer needed with recent Valgrind relases and clashing with -DVALGRIND. 
9189	NO	Add const 
9202	NO	/tmp/newfun.msg 
9213	NO	client-side smbpasswd fixes - use pstrcpy_base to avoid clobber_region bugs  Andrew Bartlett 
9218	NO	Truncate the machinename manually  so as not to generate level 0 debugs for an expected situation.  Andrew Bartlett 
9220	YES	String handling parinoia fixes.  This patch enables the compile-time checking of strings assable by means of sizeof().  (Original code had the configure check reversed).  This is extended to all safe_strcpy() users  push_string and pull_string  as well as the cli and srv derivitives.  There is an attempt to cap strings at the end of the cli buffer  and clobber_region() of the speified length (when not -1 :-).  Becouse of the way they are declared  the 'overmalloc a string' users of safe_strcpy() have been changed to use overmalloc_safe_strcpy() (which skips some of the checks).  This whole ball of mud worked fine  until I pulled out my 'fix' for our statcache.  When jeremy fixes that  we should be able to get back to testing this stuff.  This patch also includes a 'marker' of the last caller to clobber_region (ie  the function that called pstrcpy() that called clobber_region) to assist in debugging problems that may have smashed the stack.  This is printed at smb_panic() time.  (Original idea and patch by metze).  It also removes some unsused functions  and #if 0's some others that are unused but probably should be used in the near future.  For now  this patch gives us some confidence on one class of trivial parsing error in our code.  Andrew Bartlett 
9234	YES	 - Make ReadDirName return a const char*.   - Consequential changes from that   - mark our fstring/pstring assumptions in function prototypes  Andrew Bartlett 
9265	YES	GCC 3.x has deprecated multi-line string constants. 
9277	YES	 Make swat use popt 
9278	YES	 Convert smbcacls to popt 
9288	NO	 Add more mappings to the nterr->errno mapping table. It should be fairly complete now. 
9308	YES	 Convert to popt 
9311	NO	 Fix typo in comment 
9313	YES	 We don't need optarg when we have popt 
9314	NO	 Don't declare variables after instructions 
9324	YES	 Convert to popt. 
9327	NO	 Patch from metze to generalise POPT_COMMON_SAMBA  with some minor changes 
9328	NO	 Fix init function name and return value 
9355	NO	 Use the new modules system in VFS. If a module can't be loaded with the new modules system  we still fall back to the old system. 
9366	NO	 Fix some uncleanness with testsmbc.c 
9383	NO	Cleanup of winbind client side code.  Mostly this consists of untangling the existing code and moving it in to operating system specific files.  The winbind client code for all supported operating systems is now in nsswitch/winbind_nss_OSNAME.[ch] to make things a bit clearer. 
9411	NO	"The ldap idmap backend from Anthony Liguori (aliguori@us.ibm.com):  This patch moves the ldap routines out of passdb into a generic library and implements an LDAP backend for IDMAP.  THe backend can be enabled with ""idmap backend = ldap"" in smb.conf.  THere are also schema changes to make sure to update teh ldap schema files. "
