BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,c
5,3,4,0,6,3,0.6,2,3.0,3,1,10,3,1,1,2,15.9,5.79,532.29,0.03,23,0.17,29.57,92,1,2,3,9,0.43,9,14,7,9,7,80,5,FALSE
1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,1,0,0,FALSE
1,1,0,0,0,1,1,0,0,1,1,2,1,0,1,1,9.51,0.5,2.38,0,3,2,0.13,4.75,1,0,0,3,0.33,2,1,2,1,3,0,1,FALSE
1,3,2,0,0,1,0.33,0,0,1,1,4,1,0,1,0,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,1,0,0,5,0.2,2,5,2,5,5,66.67,3,FALSE
1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,2,7.75,2,31.02,0.01,6,0.5,1.72,15.51,1,0,0,2,1,2,4,2,4,1,0,0,FALSE
3,1,0,0,4,2,1,2,2.0,1,0.5,7,1,0,0,2,8.18,7,401.52,0.02,16,0.14,22.31,57.36,0.5,1,2,7,2,7,9,4,8,1,0,0,FALSE
3,2,5,4,4,2,0.29,2,2.0,2,1,7,1,0,2,1,18.26,3.6,236.63,0.02,19,0.28,13.15,65.73,0.5,1,2,7,0.15,6,13,5,6,13,81.82,7,FALSE
1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,2,12,3,108,0.01,12,0.33,6,36,1,0,0,2,1,2,10,2,6,1,0,0,FALSE
1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,1,1,3,1,3,1,0,0,FALSE
1,1,2,0,0,1,0.33,0,0,1,1,2,1,0,1,1,13.29,3.5,162.77,0.02,14,0.29,9.04,46.51,1,0,0,3,0.2,7,7,5,5,5,66.67,3,FALSE
1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,1,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,1,0,0,3,1,2,5,2,5,1,0,0,FALSE
1,2,3,0,0,1,0.25,0,0,1,1,3,1,0,1,0,20.16,2.92,171.53,0.02,17,0.34,9.53,58.81,1,0,0,4,0.17,7,10,6,5,6,75,4,FALSE
5,3,9,1,8,3,0.25,4,2.0,3,1,15,1,0,3,1,10.22,20.64,4353.75,0.07,46,0.05,241.87,210.91,0.33,2,4,14,0.2,17,29,7,17,15,76.92,12,FALSE
1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,4,0.5,1,0,2,2,0.06,2,1,0,0,2,1,1,1,1,1,1,0,0,FALSE
3,0,3,0,4,2,0.5,2,2.0,1,0.5,6,1,0,1,0,13.88,4.8,319.72,0.02,18,0.21,17.76,66.61,0.5,1,2,6,0.33,6,12,5,8,6,75,4,FALSE
1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,2,9.6,2.5,60,0.01,8,0.4,3.33,24,1,0,0,3,1,3,5,3,5,1,0,0,FALSE
1,2,1,0,0,1,0.5,0,0,1,1,3,1,0,1,3,15.95,2.5,99.66,0.01,12,0.4,5.54,39.86,1,0,0,4,0.2,5,7,5,5,5,50,2,FALSE
1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,5.8,2,23.22,0,5,0.5,1.29,11.61,1,0,0,2,0.25,1,4,1,4,4,50,2,FALSE
1,1,2,0,0,1,0.25,0,0,1,1,2,1,0,2,1,8.45,0.75,4.75,0,4,1.33,0.26,6.34,1,0,0,3,0.17,3,1,2,1,6,50,4,FALSE
1,1,2,0,0,1,0.33,0,0,1,1,2,1,0,1,2,5.4,8,345.48,0.01,13,0.13,19.19,43.19,1,0,0,3,0.2,4,9,2,8,5,66.67,3,FALSE
3,0,1,0,4,2,1,2,2.0,1,0.5,5,1,0,1,0,5.99,3.75,84.22,0.01,8,0.27,4.68,22.46,0.5,1,2,5,0.5,3,5,2,5,4,50,2,FALSE
1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,2,0,0,2,1,0,0,2,1,0,2,0,2,1,0,0,FALSE
1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0.33,0,1,0,1,3,0,1,FALSE
1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,0,0,2,0.25,1,5,1,5,4,50,2,FALSE
1,1,0,0,0,1,1,0,0,1,1,2,1,0,1,0,8,1,8,0,4,1,0.44,8,1,0,0,3,0.33,2,2,2,2,3,0,1,FALSE
1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,2,9.51,0.5,2.38,0,3,2,0.13,4.75,1,0,0,3,1,2,1,2,1,1,0,0,FALSE
1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
3,4,4,0,4,2,0.4,2,2.0,2,1,9,1,0,1,3,20.22,7.5,1137.16,0.05,34,0.13,63.18,151.62,0.5,1,2,9,0.22,15,19,11,11,9,80,5,FALSE
3,2,2,0,4,2,0.67,2,2.0,2,1,8,1,0,1,0,6.16,10.67,701.11,0.02,19,0.09,38.95,65.73,0.5,1,2,8,0.4,8,11,3,8,5,66.67,3,FALSE
1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,5.8,2,23.22,0,5,0.5,1.29,11.61,1,0,0,2,0.25,1,4,1,4,4,50,2,FALSE
1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,2,9.51,0.5,2.38,0,3,2,0.13,4.75,1,0,0,3,1,2,1,2,1,1,0,0,FALSE
1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,4,17.99,2.5,112.43,0.01,13,0.4,6.25,44.97,1,0,0,3,0.17,6,7,6,5,6,50,2,FALSE
1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,0,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,1,0,0,3,0.33,2,5,2,5,3,50,2,FALSE
1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,2,9.51,3,85.59,0.01,9,0.33,4.75,28.53,1,0,0,3,0.25,3,6,3,6,4,50,2,FALSE
1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,1,1,3,1,3,1,0,0,FALSE
109,49,263,110,190,54,0.19,84,2.26,48,0.89,290,33,0,25,2,186.86,51.11,488050.43,3.18,1247,0.02,27113.91,9549.79,0.61,53,95,237,0.14,543,704,170,32,400,93.72,288,FALSE
1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,2,9.6,2.5,60,0.01,8,0.4,3.33,24,1,0,0,3,0.5,3,5,3,5,2,0,0,FALSE
1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,1,1,3,1,3,1,0,0,FALSE
1,1,0,0,0,1,1,0,0,1,1,2,1,0,1,1,9.6,2.5,60,0.01,8,0.4,3.33,24,1,0,0,3,0.5,3,5,3,5,2,0,1,FALSE
3,3,7,0,4,2,0.22,2,2.0,2,1,8,1,0,2,1,19.99,4,319.82,0.03,21,0.25,17.77,79.95,0.5,1,2,8,0.18,8,13,7,7,11,77.78,9,FALSE
1,0,3,1,0,1,0.25,0,0,1,1,1,1,0,1,0,19.37,5,484.32,0.03,28,0.2,26.91,96.86,1,0,0,2,0.14,12,16,6,5,7,80,4,FALSE
1,2,1,0,0,1,0.5,0,0,1,1,3,1,0,1,2,12.18,3,109.62,0.01,11,0.33,6.09,36.54,1,0,0,4,0.25,4,7,4,6,4,50,2,FALSE
3,2,6,4,4,2,0.25,2,2.0,2,1,7,1,0,2,2,19.8,6.11,739.53,0.04,28,0.16,41.08,121.01,0.5,1,2,7,0.14,10,18,9,11,14,83.33,8,FALSE
1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,1,1,3,1,3,1,0,0,FALSE
1,0,2,0,0,1,0.33,0,0,1,1,1,1,0,1,0,9,3,81,0.01,9,0.33,4.5,27,1,0,0,2,0.2,2,7,2,6,5,66.67,3,FALSE
5,0,7,6,8,3,0.3,4,2.0,1,0.33,9,3,1,3,1,12.38,9.43,1100.86,0.04,28,0.11,61.16,116.76,1,2,4,8,0.17,12,16,7,11,18,81.25,10,FALSE
3,2,2,0,4,2,0.67,2,2.0,2,1,8,1,0,1,0,6.16,10.67,701.11,0.02,19,0.09,38.95,65.73,0.5,1,2,8,0.4,8,11,3,8,5,66.67,3,FALSE
5,2,7,1,6,3,0.38,2,3.0,2,0.67,9,3,1,1,4,17.97,7.33,966.31,0.04,30,0.14,53.68,131.77,1,2,3,8,0.21,11,19,9,12,14,88.89,8,FALSE
5,0,1,0,6,3,1.5,2,3.0,1,0.33,8,3,1,1,1,7.52,7.88,466.26,0.02,16,0.13,25.9,59.21,1,2,3,7,0.75,7,9,4,9,4,50,2,FALSE
1,2,4,0,0,1,0.2,0,0,1,1,3,1,0,1,1,6.92,9,560.43,0.02,18,0.11,31.13,62.27,1,0,0,4,0.14,4,14,2,9,7,80,5,FALSE
1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,8,3,72,0.01,8,0.33,4,24,1,0,0,2,1,2,6,2,6,1,0,0,FALSE
3,0,1,4,4,2,1,2,2.0,1,0.5,6,1,0,1,0,6.97,5,174.35,0.01,11,0.2,9.69,34.87,0.5,1,2,6,0.25,5,6,3,6,8,83.33,2,FALSE
1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,1,1,3,1,3,1,0,0,FALSE
1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,2,9.51,3,85.59,0.01,9,0.33,4.75,28.53,1,0,0,3,0.2,3,6,3,6,5,50,2,FALSE
3,1,4,7,4,2,0.33,2,2.0,2,1,5,1,0,2,0,12.4,3.75,174.4,0.02,14,0.27,9.69,46.51,0.5,1,2,5,0.13,5,9,4,6,15,84.62,6,FALSE
1,2,1,0,0,1,0.5,0,0,1,1,3,1,0,1,0,7.24,2.5,45.24,0.01,7,0.4,2.51,18.09,1,0,0,4,0.33,1,6,1,5,3,50,2,FALSE
1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,2,0,0,0,0,2,0,0,2,1,0,0,2,1,2,0,2,0,1,0,0,FALSE
1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,1,0,1,1,0,0,FALSE
1,0,1,0,4,1,0.5,2,2.0,1,1,1,1,0,1,2,8,3,72,0.01,8,0.33,4,24,1,1,2,2,0.25,2,6,2,6,4,50,2,FALSE
1,1,0,0,0,1,1,0,0,1,1,2,1,0,1,2,20,0.5,5,0,5,2,0.28,10,1,0,0,3,0.33,3,2,3,1,3,0,1,FALSE
1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,1,1,3,1,3,1,0,0,FALSE
1,1,0,0,0,1,1,0,0,1,1,2,1,0,1,3,33.44,0.63,13.06,0.01,9,1.6,0.73,20.9,1,0,0,3,0.33,5,4,4,1,3,0,1,FALSE
1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,1,11.07,4.38,211.89,0.02,14,0.23,11.77,48.43,1,0,0,3,0.25,5,9,4,7,4,50,2,FALSE
1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,9.6,2.5,60,0.01,8,0.4,3.33,24,1,0,0,2,0.33,3,5,3,5,3,50,2,FALSE
5,0,4,0,8,3,0.6,4,2.0,1,0.33,8,1,0,1,3,7.7,13.5,1403.51,0.03,29,0.07,77.97,103.96,0.33,2,4,7,0.38,9,20,3,9,8,80,5,FALSE
1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,2,9.51,0.5,2.38,0,3,2,0.13,4.75,1,0,0,3,1,2,1,2,1,1,0,0,FALSE
1,1,0,0,0,1,1,0,0,1,1,2,1,0,1,2,21,0.67,9.33,0,7,1.5,0.52,14,1,0,0,3,0.33,4,3,3,1,3,0,1,FALSE
1,3,5,26,0,1,0.17,0,0,1,1,4,1,0,1,0,27.25,2.5,170.29,0.02,19,0.4,9.46,68.11,1,0,0,5,0.03,7,12,7,5,34,96.88,6,FALSE
1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,6.74,3.75,94.75,0.01,9,0.27,5.26,25.27,1,0,0,2,0.25,3,6,2,5,4,50,2,FALSE
1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.33,1,3,1,3,3,50,2,FALSE
1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,0.25,2,3,2,3,4,50,2,FALSE
3,2,1,0,4,2,1,2,2.0,1,0.5,8,1,0,1,2,14.8,3.5,181.32,0.02,14,0.29,10.07,51.81,0.5,1,2,8,0.33,6,8,6,7,6,50,2,FALSE
1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,2,9.51,0.5,2.38,0,3,2,0.13,4.75,1,0,0,3,1,2,1,2,1,1,0,0,FALSE
3,6,10,0,4,2,0.17,2,2.0,2,1,10,1,0,2,7,32.65,10.67,3715.08,0.12,75,0.09,206.39,348.29,0.5,1,2,10,0.12,32,43,15,10,17,83.33,12,FALSE
1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
1,3,3,0,0,1,0.25,0,0,1,1,4,1,0,1,0,11.2,3,100.81,0.01,13,0.33,5.6,33.6,1,0,0,5,0.17,3,10,2,4,6,75,4,FALSE
1,6,24,6,0,1,0.04,0,0,1,1,29,1,0,2,2,159.78,8.88,12612.2,0.47,257,0.11,700.68,1419.56,1,0,0,30,0.03,99,158,39,7,33,93.75,26,FALSE
1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,1,7.75,2,31.02,0.01,6,0.5,1.72,15.51,1,0,0,3,0.25,2,4,2,4,4,50,2,FALSE
5,3,4,0,6,3,0.6,2,3.0,3,1,10,3,1,1,3,17.44,5.63,551.81,0.03,24,0.18,30.66,98.1,1,2,3,9,0.38,10,14,8,9,8,80,5,FALSE
7,3,14,1,12,4,0.25,6,2.0,3,0.75,21,1,0,2,1,11.91,27.44,8971.59,0.11,68,0.04,498.42,326.9,0.25,3,6,19,0.21,26,42,9,19,19,88.24,16,FALSE
1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,0.25,2,3,2,3,4,50,2,FALSE
1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,7.75,2,31.02,0.01,6,0.5,1.72,15.51,1,0,0,2,0.33,2,4,2,4,3,50,2,FALSE
1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,1,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,1,0,0,3,0.25,2,5,2,5,4,50,2,FALSE
1,1,1,1,0,1,0.5,0,0,1,1,2,1,0,1,1,7.75,2,31.02,0.01,6,0.5,1.72,15.51,1,0,0,3,0.2,2,4,2,4,5,66.67,2,FALSE
1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,4,0,0,8,1,0,0,2,1,0,4,0,4,1,0,0,FALSE
7,4,6,0,12,4,0.57,6,2.0,4,1,22,1,0,1,1,12.38,20,4951.76,0.08,54,0.05,275.1,247.59,0.25,3,6,20,0.44,24,30,9,15,9,85.71,7,FALSE
5,5,5,0,8,3,0.5,4,2.0,3,1,14,1,0,1,5,21.72,9.6,2001.56,0.07,50,0.1,111.2,208.5,0.33,2,4,13,0.33,24,26,10,8,9,83.33,6,FALSE
1,1,0,0,0,1,1,0,0,1,1,2,1,0,1,1,9.51,0.5,2.38,0,3,2,0.13,4.75,1,0,0,3,0.33,2,1,2,1,3,0,1,FALSE
9,4,16,1,16,5,0.28,8,2.0,4,0.8,29,1,0,2,1,13.97,34.36,16494.55,0.16,96,0.03,916.36,480,0.2,4,8,26,0.24,36,60,11,21,21,89.47,18,FALSE
1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,2,9.6,2.5,60,0.01,8,0.4,3.33,24,1,0,0,3,1,3,5,3,5,1,0,0,FALSE
5,4,3,0,8,3,0.75,4,2.0,3,1,16,1,0,1,0,13.46,9.33,1172.67,0.04,33,0.11,65.15,125.64,0.33,2,4,15,0.5,14,19,6,8,6,75,4,FALSE
1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,1,10.8,2.5,67.5,0.01,9,0.4,3.75,27,1,0,0,3,0.25,3,6,3,5,4,50,2,FALSE
5,2,3,0,8,3,0.75,4,2.0,2,0.67,11,3,1,1,1,9.79,9.6,902.51,0.03,23,0.1,50.14,94.01,1,2,4,10,0.5,8,15,5,12,6,75,4,FALSE
1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
15,7,38,0,26,8,0.18,12,2.17,4,0.5,37,4,0,7,8,28.74,34.11,33446.1,0.33,183,0.03,1858.12,980.43,0.5,7,13,31,0.15,79,104,22,19,52,84.44,45,FALSE
1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,2,0,0,2,1,0,0,2,1,0,2,0,2,1,0,0,FALSE
1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,1,1,3,1,3,1,0,0,FALSE
9,1,9,0,14,5,0.45,6,2.33,3,0.6,17,4,0,2,5,11.21,16,2868.91,0.06,43,0.06,159.38,179.31,0.8,4,7,14,0.36,16,27,6,12,14,81.82,11,FALSE
1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,2,9.51,3,85.59,0.01,9,0.33,4.75,28.53,1,0,0,3,0.2,3,6,3,6,5,50,2,FALSE
11,8,20,5,20,6,0.25,10,2.0,5,0.83,34,1,0,4,1,20.14,22.1,9834.5,0.15,89,0.05,546.36,445,0.17,5,10,30,0.19,39,50,15,17,31,86.21,24,FALSE
1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,1,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,1,0,0,3,0.25,2,5,2,5,4,50,2,FALSE
3,2,4,0,4,2,0.4,2,2.0,2,1,7,1,0,1,2,13.87,4.67,302.05,0.02,17,0.21,16.78,64.73,0.5,1,2,7,0.29,7,10,6,8,7,80,5,FALSE
3,2,4,0,4,2,0.4,2,2.0,2,1,7,1,0,1,2,13.87,4.67,302.05,0.02,17,0.21,16.78,64.73,0.5,1,2,7,0.29,7,10,6,8,7,80,5,FALSE
1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,3,1,1,0,1,0,1,0,0,FALSE
1,1,3,1,0,1,0.25,0,0,1,1,2,1,0,1,0,14.2,3.12,138.68,0.01,14,0.32,7.7,44.38,1,0,0,3,0.14,5,9,4,5,7,80,4,FALSE
1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,2,7.75,2,31.02,0.01,6,0.5,1.72,15.51,1,0,0,3,0.5,2,4,2,4,2,0,0,FALSE
1,1,2,0,0,1,0.33,0,0,1,1,2,1,0,1,2,6.74,3.75,94.75,0.01,9,0.27,5.26,25.27,1,0,0,3,0.2,3,6,2,5,5,66.67,3,FALSE
1,2,3,0,0,1,0.25,0,0,1,1,4,1,0,1,1,25.09,2.86,204.86,0.02,20,0.35,11.38,71.7,1,0,0,5,0.17,8,12,7,5,6,75,4,FALSE
1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,2,9.6,2.5,60,0.01,8,0.4,3.33,24,1,0,0,3,1,3,5,3,5,1,0,0,FALSE
1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,0.25,2,3,2,3,4,50,2,FALSE
1,3,6,2,0,1,0.14,0,0,1,1,4,1,0,1,0,32.22,3.6,417.6,0.04,29,0.28,23.2,116,1,0,0,5,0.09,12,17,10,6,11,88.89,7,FALSE
3,1,2,0,4,2,0.67,2,2.0,2,1,5,1,0,1,0,9.49,3.5,116.27,0.01,10,0.29,6.46,33.22,0.5,1,2,5,0.4,3,7,3,7,5,66.67,3,FALSE
1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.2,1,3,1,3,5,50,2,FALSE
1,1,2,0,0,1,0.33,0,0,1,1,2,1,0,1,2,12.68,2.5,79.25,0.01,10,0.4,4.4,31.7,1,0,0,3,0.17,4,6,4,5,6,66.67,3,FALSE
1,3,7,0,0,1,0.13,0,0,1,1,4,1,0,1,4,24.75,1.33,44,0.01,11,0.75,2.44,33,1,0,0,5,0.07,8,3,6,2,14,87.5,8,FALSE
1,2,4,1,0,1,0.2,0,0,1,1,5,1,0,1,0,25.24,7.6,1457.81,0.06,46,0.13,80.99,191.82,1,0,0,6,0.13,19,27,10,8,8,83.33,5,FALSE
3,2,3,0,4,2,0.5,2,2.0,2,1,9,1,0,1,0,9.77,7.2,506.22,0.02,19,0.14,28.12,70.31,0.5,1,2,9,0.33,9,10,5,8,6,75,4,FALSE
1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
7,3,12,0,12,4,0.27,6,2.0,3,0.75,16,1,0,3,2,13.08,24.8,8043.39,0.11,69,0.04,446.86,324.33,0.25,3,6,14,0.24,31,38,10,16,17,80,15,FALSE
1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,1,4,0.5,1,0,2,2,0.06,2,1,0,0,3,1,1,1,1,1,1,0,0,FALSE
1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,2,0,0,2,1,0,0,2,1,0,2,0,2,1,0,0,FALSE
1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,1,1,3,1,3,1,0,0,FALSE
3,0,4,0,4,2,0.4,2,2.0,1,0.5,6,1,0,1,2,6.18,5,154.4,0.01,11,0.2,8.58,30.88,0.5,1,2,6,0.25,4,7,2,5,8,80,5,FALSE
1,1,0,0,0,1,1,0,0,1,1,2,1,0,1,1,9.51,0.5,2.38,0,3,2,0.13,4.75,1,0,0,3,0.33,2,1,2,1,3,0,1,FALSE
1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,1,1,3,1,3,1,0,0,FALSE
1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,1,11.41,2.5,71.32,0.01,9,0.4,3.96,28.53,1,0,0,3,0.25,4,5,4,5,4,50,2,FALSE
3,2,4,0,4,2,0.4,2,2.0,2,1,7,1,0,1,2,13.87,4.67,302.05,0.02,17,0.21,16.78,64.73,0.5,1,2,7,0.29,7,10,6,8,7,80,5,FALSE
1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,0,5.8,2,23.22,0,5,0.5,1.29,11.61,1,0,0,3,1,1,4,1,4,1,0,0,FALSE
1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
5,3,23,56,8,3,0.11,4,2.0,3,1,15,1,0,5,1,29.77,19.12,10881.75,0.19,116,0.05,604.54,569.2,0.33,2,4,14,0.03,50,66,17,13,86,94.05,28,FALSE
1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2,1,1,0,1,0,1,0,0,FALSE
1,1,2,0,0,1,0.33,0,0,1,1,2,1,0,1,2,6.67,4.5,135,0.01,10,0.22,7.5,30,1,0,0,3,0.2,3,7,2,6,5,66.67,3,FALSE
3,4,7,0,4,2,0.22,2,2.0,2,1,8,1,0,2,1,18.52,7.94,1169.11,0.05,33,0.13,64.95,147.16,0.5,1,2,8,0.18,11,22,9,13,11,77.78,9,FALSE
1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,7.49,3,67.38,0.01,8,0.33,3.74,22.46,1,0,0,2,0.25,1,7,1,6,4,50,2,FALSE
1,2,1,0,0,1,0.5,0,0,1,1,3,1,0,1,0,7.24,2.5,45.24,0.01,7,0.4,2.51,18.09,1,0,0,4,0.33,1,6,1,5,3,50,2,FALSE
1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,2,9.6,2.5,60,0.01,8,0.4,3.33,24,1,0,0,3,0.25,3,5,3,5,4,50,2,FALSE
1,1,0,0,0,1,1,0,0,1,1,2,1,0,1,2,0,0,0,0,2,0,0,2,1,0,0,3,0.5,2,0,2,0,2,0,1,FALSE
1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,1,7.75,2,31.02,0.01,6,0.5,1.72,15.51,1,0,0,3,0.25,2,4,2,4,4,50,2,FALSE
1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,1,8,3,72,0.01,8,0.33,4,24,1,0,0,3,0.25,2,6,2,6,4,50,2,FALSE
7,5,26,1,12,4,0.13,6,2.0,3,0.75,19,4,1,4,4,27.77,19.44,10500,0.18,108,0.05,583.33,540,1,3,6,17,0.12,50,58,18,14,34,87.1,30,FALSE
