LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,GLOBAL_DATA_COMPLEXITY,GLOBAL_DATA_DENSITY,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,c
0,4,3,1,0,0,3,0.3,0,0,2,0.67,10,1,0,9,0,2,0.67,16.46,7.2,853.46,0.04,29,0.14,47.41,118.54,0.33,0,0,9,0.27,6,23,5,12,11,10,10,FALSE
1,4,5,0,0,0,3,0.16,0,0,2,0.67,13,1,0,19,1,2,0.67,32.14,12.08,4693.39,0.13,77,0.08,260.74,388.42,0.33,0,0,12,0.14,29,48,18,15,22,0,19,FALSE
0,3,3,0,0,4,2,0.5,2,2.0,2,1,9,1,0,4,2,2,1,16.32,4.67,355.35,0.03,20,0.21,19.74,76.15,0.5,1,2,9,0.4,7,13,6,8,5,0,4,FALSE
0,3,4,0,0,4,2,0.25,2,2.0,2,1,9,1,0,8,0,2,1,20.33,9.78,1943.91,0.07,46,0.1,107.99,198.81,0.5,1,2,9,0.22,16,30,9,11,9,0,8,FALSE
0,1,2,0,0,0,1,0.25,0,0,1,1,3,1,0,4,0,1,1,12.34,3.5,151.15,0.01,13,0.29,8.4,43.19,1,0,0,4,0.2,3,10,3,7,5,0,4,FALSE
1,4,4,0,0,0,3,0.25,0,0,2,0.67,11,1,0,12,0,2,0.67,23.2,9.75,2205.24,0.08,50,0.1,122.51,226.18,0.33,0,0,10,0.21,15,35,10,13,14,0,12,FALSE
7,17,21,0,2,20,10,0.14,10,2.0,10,1,75,7,0.67,73,0,9,0.9,118.08,20.61,50170.62,0.81,385,0.05,2787.26,2433.94,0.7,5,10,67,0.12,142,243,62,18,84,2.67,73,FALSE
0,1,3,0,0,0,1,0.14,0,0,1,1,4,1,0,7,2,1,1,26.11,6.18,997.88,0.05,38,0.16,55.44,161.42,1,0,0,5,0.11,17,21,11,8,9,0,7,FALSE
0,5,4,0,0,8,3,0.33,4,2.0,3,1,16,1,0,9,1,1,0.33,32.94,6.95,1593.02,0.08,53,0.14,88.5,229.06,0.33,2,4,15,0.3,17,36,11,9,10,0,9,FALSE
0,3,3,0,0,6,2,0.5,2,3.0,2,1,11,1,0,4,1,2,1,14.83,7,726.48,0.03,30,0.14,40.36,103.78,0.5,2,3,11,0.4,8,22,4,7,5,0,4,FALSE
0,1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,0,1,1,8,3,72,0.01,8,0.33,4,24,1,0,0,3,1,2,6,2,6,1,0,0,FALSE
0,1,1,0,0,0,1,0.33,0,0,1,1,2,1,0,3,0,1,1,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,0,0,3,0.25,1,5,1,5,4,0,3,FALSE
0,1,0,0,0,0,1,0.33,0,0,1,1,1,1,0,3,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,3,FALSE
5,11,9,0,11,12,7,0.16,6,2.0,5,0.71,40,1,0,44,3,6,0.86,42.06,32.72,45051.12,0.46,236,0.03,2502.84,1376.56,0.14,3,6,35,0.11,90,146,33,24,62,20,44,FALSE
0,1,0,0,0,0,1,0.33,0,0,1,1,1,1,0,3,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,3,FALSE
0,3,2,0,0,4,2,0.22,2,2.0,2,1,9,1,0,9,2,2,1,18.62,14.88,4118.96,0.09,57,0.07,228.83,276.9,0.5,1,2,9,0.18,21,36,12,17,11,0,9,FALSE
1,6,6,0,0,4,4,0.2,2,2.0,3,0.75,21,1,0,20,0,3,0.75,36.92,14.61,7876.2,0.18,106,0.07,437.57,539.27,0.25,1,2,19,0.17,37,69,19,15,23,0,20,FALSE
1,1,7,0,0,0,1,0.07,0,0,1,1,20,1,0,14,3,1,1,77.63,8.22,5241.84,0.21,130,0.12,291.21,637.9,1,0,0,21,0.06,54,76,23,7,17,0,14,FALSE
7,12,8,0,2,4,8,0.16,2,2.0,6,0.75,45,1,0,51,0,6,0.75,67.6,24.64,41048.67,0.56,282,0.04,2280.48,1665.74,0.13,1,2,39,0.13,115,167,42,18,61,3.77,51,FALSE
0,1,0,0,1,0,1,0.33,0,0,1,1,1,1,0,3,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.2,1,3,1,3,5,25,3,FALSE
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,1,1,3,1,3,1,0,0,FALSE
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,0,0,2,1,1,5,1,5,1,0,0,FALSE
0,1,0,0,0,0,1,0.25,0,0,1,1,1,1,0,4,0,1,1,16.84,1.5,37.9,0.01,9,0.67,2.11,25.27,1,0,0,2,0.2,4,5,4,3,5,0,4,FALSE
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0.33,0,1,0,1,3,0,2,FALSE
0,1,0,0,0,0,1,0.33,0,0,1,1,1,1,0,3,1,1,1,3.62,5,90.47,0.01,7,0.2,5.03,18.09,1,0,0,2,0.25,2,5,1,5,4,0,3,FALSE
0,1,3,0,0,0,1,0.2,0,0,1,1,4,1,0,5,0,1,1,23.9,3,215.1,0.02,20,0.33,11.95,71.7,1,0,0,5,0.17,6,14,6,6,6,0,5,FALSE
18,13,19,0,10,24,7,0.12,12,2.0,7,1,73,1,0,57,1,7,1,88.41,27.8,68305.52,0.82,397,0.04,3794.75,2457.36,0.14,6,12,68,0.08,158,239,54,19,86,14.93,57,FALSE
0,1,0,0,0,0,1,0.33,0,0,1,1,1,1,0,3,1,1,1,3.62,5,90.47,0.01,7,0.2,5.03,18.09,1,0,0,2,0.25,2,5,1,5,4,0,3,FALSE
0,1,0,0,0,0,1,0.33,0,0,1,1,1,1,0,3,1,1,1,3.62,5,90.47,0.01,7,0.2,5.03,18.09,1,0,0,2,0.25,2,5,1,5,4,0,3,FALSE
0,5,2,0,0,6,3,0.3,2,3.0,2,0.67,12,3,1,10,3,3,1,19.09,17.86,6086.79,0.11,67,0.06,338.15,340.86,1,2,3,11,0.25,25,42,14,20,12,0,10,FALSE
1,3,4,0,0,4,2,0.22,2,2.0,2,1,9,1,0,9,1,2,1,17.15,13,2898.63,0.07,50,0.08,161.04,222.97,0.5,1,2,9,0.18,18,32,9,13,11,0,9,FALSE
0,1,0,0,0,0,1,0.33,0,0,1,1,1,1,0,3,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,3,FALSE
0,1,0,0,1,0,1,0.33,0,0,1,1,1,1,0,3,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.2,1,3,1,3,5,25,3,FALSE
0,3,4,0,0,4,2,0.25,2,2.0,2,1,9,1,0,8,0,2,1,28.73,7.92,1800.5,0.08,51,0.13,100.03,227.43,0.5,1,2,9,0.22,19,32,12,10,9,0,8,FALSE
1,3,5,0,1,4,2,0.22,2,2.0,2,1,12,1,0,9,0,2,1,25.29,11.85,3548.61,0.1,63,0.08,197.14,299.56,0.5,1,2,12,0.17,22,41,13,14,12,10,9,FALSE
0,5,4,0,0,8,3,0.3,4,2.0,2,0.67,15,1,0,10,1,1,0.33,23.36,8.4,1648.21,0.07,44,0.12,91.57,196.21,0.33,2,4,14,0.25,14,30,10,12,12,0,10,FALSE
0,1,1,0,1,0,1,0.33,0,0,1,1,2,1,0,3,1,1,1,9.6,2.5,60,0.01,8,0.4,3.33,24,1,0,0,3,0.2,3,5,3,5,5,25,3,FALSE
0,1,0,0,0,0,1,0.33,0,0,1,1,1,1,0,3,0,1,1,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,1,0,0,2,0.25,2,5,2,5,4,0,3,FALSE
2,3,4,0,0,4,2,0.22,2,2.0,1,0.5,13,1,0,9,3,1,0.5,42.03,6.19,1609.1,0.09,56,0.16,89.39,260.06,0.5,1,2,13,0.17,22,34,16,9,12,0,9,FALSE
1,3,4,0,0,4,2,0.29,2,2.0,2,1,11,1,0,7,0,2,1,24.71,5.63,781.73,0.05,34,0.18,43.43,138.97,0.5,1,2,11,0.22,10,24,8,9,9,0,7,FALSE
0,1,0,0,0,0,1,0.33,0,0,1,1,1,1,0,3,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,3,FALSE
0,1,0,0,1,0,1,0.33,0,0,1,1,1,1,0,3,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.2,1,3,1,3,5,25,3,FALSE
0,1,2,0,0,0,1,0.33,0,0,1,1,3,1,0,3,1,1,1,11.39,4.67,248.04,0.02,16,0.21,13.78,53.15,1,0,0,4,0.25,4,12,3,7,4,0,3,FALSE
5,11,9,0,14,14,6,0.33,4,3.5,6,1,28,5,0.8,18,1,5,0.83,42.78,14.62,9144.94,0.21,116,0.07,508.05,625.51,0.83,5,8,24,0.15,43,73,25,17,39,43.75,18,FALSE
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,1,0,1,1,0,0,FALSE
2,6,4,0,0,4,4,0.31,2,2.0,3,0.75,15,3,0.67,13,1,3,0.75,28.67,7,1404.72,0.07,45,0.14,78.04,200.67,0.75,1,2,13,0.24,14,31,11,11,17,0,13,FALSE
5,8,8,0,2,8,5,0.22,4,2.0,5,1,28,1,0,23,0,5,1,55.49,8.48,3988.71,0.16,91,0.12,221.59,470.46,0.2,2,4,25,0.16,30,61,23,13,31,8,23,TRUE
3,10,7,0,2,12,6,0.26,6,2.0,6,1,31,1,0,23,0,6,1,38.97,10.97,4689.17,0.14,88,0.09,260.51,427.5,0.17,3,6,27,0.21,27,61,16,13,29,8,23,FALSE
0,5,8,1,1,6,3,0.18,2,3.0,3,1,19,3,1,16,1,3,1,27.98,18,9065.86,0.17,99,0.06,503.66,503.66,1,2,3,18,0.16,32,67,16,18,19,11.11,17,TRUE
0,5,6,0,0,8,3,0.14,4,2.0,3,1,18,1,0,22,1,2,0.67,35.04,12.63,5590.85,0.15,87,0.08,310.6,442.61,0.33,2,4,17,0.13,32,55,19,15,23,0,22,FALSE
10,4,10,0,1,0,3,0.09,0,0,3,1,27,1,0,34,0,3,1,76.45,17.93,24569.36,0.46,236,0.06,1364.96,1370.54,0.33,0,0,26,0.06,98,138,41,15,47,2.86,34,TRUE
2,11,10,0,1,12,7,0.2,6,2.0,6,0.86,38,1,0,35,0,5,0.71,55.65,17.14,16352.99,0.32,165,0.06,908.5,953.92,0.14,3,6,33,0.18,60,105,35,20,39,2.78,35,FALSE
0,1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,0,1,1,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,1,0,0,3,1,2,5,2,5,1,0,0,FALSE
0,1,0,0,0,0,1,0.33,0,0,1,1,1,1,0,3,1,1,1,3.62,5,90.47,0.01,7,0.2,5.03,18.09,1,0,0,2,0.25,2,5,1,5,4,0,3,FALSE
0,1,2,0,0,0,1,0.33,0,0,1,1,3,1,0,3,1,1,1,14.4,3,129.56,0.01,13,0.33,7.2,43.19,1,0,0,4,0.25,4,9,4,6,4,0,3,FALSE
28,59,46,1,38,42,36,0.15,20,2.1,34,0.94,233,20,0.54,241,0,33,0.92,238.08,40.75,395438.84,3.23,1287,0.02,21968.82,9702.9,0.56,11,21,199,0.12,480,807,159,27,310,13.93,242,FALSE
1,6,11,0,0,4,4,0.2,2,2.0,3,0.75,25,1,0,20,1,3,0.75,48.84,14.22,9878.21,0.23,128,0.07,548.79,694.56,0.25,1,2,23,0.18,48,80,27,16,22,0,20,FALSE
0,1,1,0,0,0,1,0.33,0,0,1,1,2,1,0,3,1,1,1,9.6,2.5,60,0.01,8,0.4,3.33,24,1,0,0,3,0.2,3,5,3,5,5,0,3,FALSE
10,13,17,2,6,12,8,0.19,6,2.0,6,0.75,47,5,0.57,41,1,6,0.75,99.17,12.98,16702,0.43,217,0.08,927.89,1286.97,0.63,3,6,41,0.13,73,144,45,16,60,16.32,43,TRUE
1,1,2,0,0,0,1,0.2,0,0,1,1,3,1,0,5,1,1,1,12.14,6.4,497.34,0.03,21,0.16,27.63,77.71,1,0,0,4,0.14,8,13,5,8,7,0,5,FALSE
0,1,0,0,0,0,1,0.33,0,0,1,1,1,1,0,3,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,3,FALSE
9,23,13,0,2,20,14,0.18,10,2.0,13,0.93,80,1,0,79,0,12,0.86,115.54,19.78,45226.86,0.76,367,0.05,2512.6,2285.98,0.07,5,10,68,0.15,135,232,58,17,91,2.47,79,TRUE
0,3,4,0,0,4,2,0.25,2,2.0,2,1,9,1,0,8,0,2,1,20.33,9.78,1943.91,0.07,46,0.1,107.99,198.81,0.5,1,2,9,0.22,16,30,9,11,9,0,8,FALSE
0,1,0,0,0,0,1,0.33,0,0,1,1,1,1,0,3,1,1,1,3.62,5,90.47,0.01,7,0.2,5.03,18.09,1,0,0,2,0.25,2,5,1,5,4,0,3,FALSE
0,4,3,1,0,0,3,0.3,0,0,2,0.67,10,1,0,9,0,2,0.67,16.46,7.2,853.46,0.04,29,0.14,47.41,118.54,0.33,0,0,9,0.27,6,23,5,12,11,10,10,FALSE
4,10,9,0,1,12,6,0.22,6,2.0,6,1,37,4,0.6,27,0,5,0.83,61.09,13.24,10710.87,0.27,152,0.08,595.05,808.93,0.67,3,6,33,0.18,55,97,27,13,33,3.57,27,FALSE
0,1,0,0,0,0,1,0.33,0,0,1,1,1,1,0,3,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,3,FALSE
1,3,4,0,0,4,2,0.22,2,2.0,2,1,9,1,0,9,1,2,1,16.47,13,2782.69,0.07,48,0.08,154.59,214.05,0.5,1,2,9,0.18,18,30,9,13,11,0,9,FALSE
2,3,2,0,0,4,2,0.22,2,2.0,2,1,7,1,0,9,0,2,1,15.96,9.75,1517,0.05,36,0.1,84.28,155.59,0.5,1,2,7,0.17,13,23,8,12,12,0,9,FALSE
12,24,16,0,6,38,13,0.22,18,2.11,12,0.92,77,7,0.5,59,3,10,0.77,65.25,34.2,76313.12,0.74,351,0.03,4239.62,2231.5,0.54,10,19,66,0.16,125,226,53,29,79,9.23,59,TRUE
0,1,2,0,0,0,1,0.17,0,0,1,1,3,1,0,6,0,1,1,17.84,6.19,682.86,0.04,27,0.16,37.94,110.36,1,0,0,4,0.14,11,16,8,9,7,0,6,FALSE
1,8,5,0,0,8,5,0.21,4,2.0,4,0.8,22,1,0,24,1,4,0.8,43.9,12.52,6882.97,0.18,104,0.08,382.39,549.68,0.2,2,4,19,0.19,36,68,23,16,26,0,24,FALSE
2,1,7,0,1,0,1,0.09,0,0,1,1,9,1,0,11,1,1,1,54.09,8.25,3681.54,0.15,87,0.12,204.53,446.25,1,0,0,10,0.06,36,51,24,11,16,8.33,11,FALSE
7,12,16,1,0,16,7,0.19,8,2.0,6,0.86,47,1,0,35,0,6,0.86,67.77,18.76,23842.81,0.42,217,0.05,1324.6,1271.18,0.14,4,8,42,0.16,77,140,39,19,44,2.78,36,FALSE
1,1,3,0,0,0,1,0.25,0,0,1,1,4,1,0,4,1,1,1,26.18,4.28,479.11,0.04,28,0.23,26.62,112,1,0,0,5,0.17,11,17,9,7,6,0,4,FALSE
22,43,20,3,11,38,26,0.2,18,2.11,18,0.69,132,15,0.56,128,0,19,0.73,109.63,42.03,193686.35,1.54,666,0.02,10760.35,4607.96,0.58,10,19,108,0.16,255,411,91,30,166,9.86,131,FALSE
